Unique_Id_Transaction,Id_ Clients,ItemQty,ItemPrice,Date,Item_Name,Customer_Type, avg_sales_amount,Avg_convertion_Rate, avg_QTY,avg_Traffic,Traffic_Per_day,Tasa de mortalidad (x cada 1.000 habitantes),Índice de pobreza multidimensional - IPM,Tasa de mortalidad infantil en menores de 5 años ,Mortalidad por desnutrición en menores de 5 años,Población total,Penetración de banda ancha,Porcentaje de personas ocupadas formalmente con respecto a la población total,Densidad poblacional,Cobertura de energía eléctrica rural,Inversión - Salud,Inversión - Vivienda,Cobertura de vacunación DPT,Afiliados al SGSSS,Tasa de homicidios de mujeres (x cada 100.000 mujeres) ,Tasa de presuntos delitos sexuales (x cada 100.000 habitantes),Tasa de homicidios de hombres (x cada 100.000 hombres) ,Número acumulado de personas víctimas de minas antipersona
1127,76377,3,291,16/06/2017,Nike Zoom Mercurial Superfly 9 Elite FG By You,Sporty,52.19,52.19,4.92,49.64,930,4.51,25.3,11.49,113.9,16836,2.56,4.62,102.04,100,8470947328,265643569,135.2,9556,0,69.18,16.7,1
1128,76400,3,118,16/06/2017,Nike Blazer Low '77 By You,Sporty,52.76,52.76,0.74,49.78,637,5.08,22.5,2.94,32.44,35183,13.11,9.15,290.77,90.26,21502767104,31818200,82.9,30946,10.25,57.35,153.81,0
1129,76403,4,239,16/06/2017,Nike Air Force 1 Mid By You Valentine's Day ,Sporty,49.02,49.02,0.9,47.17,431,8.35,22.9,18.87,102.25,12102,5.27,7.33,43.53,100,8180938240,0,105,10994,0,22.78,92.11,0
1130,76497,1,331,16/06/2017,Nike Blazer Mid '77 By Ameena,Sporty,48.11,48.11,7.3,43.69,268,5.85,31.2,8.7,,12281,8.59,6.35,57.66,100,6942806016,93288152,82.2,9076,0,13.28,118.05,0
1131,76520,6,328,16/06/2017,Nike Air Force 1 Low By Duncanville,Sporty,55.08,55.08,14.67,53.91,672,6.19,11.5,10.05,4.8,361375,19.82,23.29,346.14,99.87,1.43654E+11,586360000,96,324847,11.35,41.08,89.8,18
1132,76563,1,353,16/06/2017,Nike Phantom GX Academy Dynamic Fit MG By You,Sporty,50.88,50.88,31.8,50.33,926,5.72,24.8,11.58,19.14,49119,9.75,10.16,133.11,96.44,19133397996,0,97.9,44707,3.56,17.91,79.35,32
1133,76606,4,171,16/06/2017,Nike Air Force 1 Low By Sierra Canyon,Sporty,51.02,51.02,1.97,49.39,960,6.15,20.7,5.62,72.05,15607,1.34,8.65,62.93,99.09,11054986240,102851753,90.9,15289,37.18,6.14,136.19,0
1134,76616,1,334,16/06/2017,Nike Air Force 1 High Unlocked By Chloe Kim ,Sporty,49.15,49.15,25.56,47.84,215,5.62,23.2,11.24,,15769,0.39,6.54,49.74,100,12348815360,25000000,101.1,14119,14.13,41.39,107.8,4
1135,76622,3,275,16/06/2017,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Sporty,52.31,52.31,2.67,51.02,325,6.01,16.5,8.5,36.08,37515,16.28,11.13,179.5,100,21465516032,52117293,100.5,34289,17.71,39.88,134.09,0
1136,76670,4,203,16/06/2017,Converse Custom Chuck Taylor All Star High Top,Sporty,50.56,50.56,1.07,48.62,306,4.92,18,13.16,,17545,5.49,6.69,89.06,92.05,7222611456,71988035,108.8,10275,0,27.2,136.99,5
1137,76736,5,249,16/06/2017,Nike Air Max 95 Unlocked By You,Sporty,51.74,51.74,0.85,50.14,446,6.46,27.4,4.9,26.95,41968,8.71,7.94,65.68,89.96,33382528151,21600000,97.7,39242,8.89,49.03,102.76,1
1138,76823,1,377,16/06/2017,Nike Air Huarache By You Valentine's Day,Sporty,48.06,48.06,0.77,45.83,759,6.43,32.1,6.9,67.07,14674,10.78,4.16,75.64,100,10388536320,51956007,73,12411,12.48,36.46,213.22,0
1139,76828,1,379,16/06/2017,Nike Air Huarache By You,Sporty,48.24,48.24,1.32,46.11,484,5.14,34.9,25.86,61.8,19358,4.34,3.79,83.44,89.01,16067754774,89887319,83.2,16202,0,33.27,95.2,0
1140,76834,3,289,16/06/2017,Nike Air Force 1 High Unlocked By You,Sporty,54.18,54.18,9.28,52.63,295,7.32,13.7,8.41,6.22,223191,18.71,20.76,272.85,82.8,1.22548E+11,1524300000,71.5,218552,11.69,38.3,96.24,12
1141,76845,6,290,16/06/2017,Nike Air Max 90 By You,Sporty,48.65,48.65,1.24,45.96,1166,6.47,24.2,22.73,,5488,3.42,6.77,127.63,100,2898262832,0,90,3397,0,54.64,70.65,0
1142,76863,1,259,16/06/2017,Nike Air Max 90 Unlocked By You,Sporty,49.48,49.48,0.98,46.22,534,6.65,30.6,54.55,166.94,7088,4.49,5.82,15.34,100,6338686373,67316,91.7,7173,0,56.19,132.63,0
1143,76869,4,129,16/06/2017,Nike Air Force 1 High By You,Sporty,51.43,51.43,2.53,49.98,691,4.29,19,8.77,,13139,0.48,5.67,107.7,98.87,5885227008,83032684,92.9,8194,18.63,44.88,69.29,0
1144,76890,2,228,16/06/2017,Nike Air Force 1 Mid By You Valentine's Day,Sporty,50.7,50.7,13.23,47.68,897,7.14,20.8,22.86,,16518,6.73,6.96,42.35,98.97,8620904057,777375367,99.3,12103,12.35,85.69,97.09,0
1145,76892,3,287,16/06/2017,Nike Pegasus 39 By You,Sporty,51.44,51.44,14.6,49.44,240,4.99,15.6,11.83,12.01,112272,18.37,23.01,462.02,83.72,43596007108,3369319403,103.6,97577,18.41,50.03,134.61,0
1146,76895,2,241,16/06/2017,Nike Air Force 1 Low Unlocked By You,Sporty,50.71,50.71,47.88,48.48,407,6.12,17.2,19.37,27.6,43247,10.52,16.18,116.57,38.08,21496206684,489558626,92.4,41626,4.25,35.02,45.16,0
1147,81001,6,300,16/06/2017,Nike Air Force 1 Low By You,Sporty,50.65,50.65,4.02,49.39,620,4.31,38.6,11.78,9.13,101457,10.05,24.34,17.64,87.14,56091353088,146221324,106.4,86994,4.43,118.16,24.67,32
1148,81065,5,134,16/06/2017,Nike Air Force 1 Low By Bishop Gorman,Sporty,49.42,49.42,4.17,49.04,497,2.77,49.2,11.73,19.03,58905,2.49,3.95,19.25,85.01,36062216764,0,107.2,38836,0,76.66,47.79,155
1149,81220,3,160,3/25/2018,Nike Gripknit Phantom GX Elite FG By You,Sporty,44.85,44.85,0.64,42.8,996,3.71,48.8,16.13,194.93,4341,10.67,9.56,0.83,22.6,2747064320,154935300,97.3,3504,0,60.73,120.92,6
1150,81300,1,282,3/25/2018,Nike Air Force 1 Low By You,Sporty,48.64,48.64,16.59,49.03,702,3.97,48.3,2.55,30.65,21110,4.53,3.75,20.62,49.61,17397036326,204350377,109.1,20174,0,31.07,140.46,28
1151,81591,2,346,3/25/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Sporty,45.79,45.79,0.26,45.44,1166,3.84,45,15.63,210.53,5154,2.44,6.96,2.23,49.12,3782551808,14563549,106,4123,54.05,52.12,301.96,16
1152,81736,4,185,3/25/2018,Nike Blazer Low '77 By You,Sporty,51.09,51.09,10.31,51.63,980,5.09,39.4,14.46,16.37,66026,2.29,12.6,72.8,82.06,46644795572,248662144,104.2,56966,0,50.43,66.49,49
1153,81794,2,376,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day ,Sporty,50.34,50.34,5.95,49.58,239,5.33,41.9,16.73,15.42,51308,6.78,7.58,9.26,87.65,42125774848,10000000,102.7,51056,15.36,93.87,91.81,345
1154,85001,1,265,3/25/2018,Nike Blazer Mid '77 By Ameena,Sporty,52.72,52.72,1.47,52.49,300,3.97,22.9,11.87,7.45,181548,19.9,50.81,71.7,90.16,70861619200,1670000000,94.8,177415,9.8,93.02,26.54,9
1155,85010,5,247,3/25/2018,Nike Air Force 1 Low By Duncanville,Sporty,53.12,53.12,1.3,53.82,580,4.27,27,11.3,,38828,7.71,15.85,26.69,92.44,20991387648,199929520,93.8,31796,4.94,35.3,82.46,12
1156,85015,4,329,3/25/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Sporty,47.38,47.38,0.18,43.15,184,5.45,36,35.71,,2691,0.65,5.56,9.31,64.94,1832244706,0,89.7,1792,0,41.53,84.18,8
1157,85125,5,196,3/25/2018,Nike Air Force 1 Low By Sierra Canyon,Sporty,50.03,50.03,12.39,50.16,1063,2.79,56.1,31.53,63.9,12369,4.75,5.17,2.22,71.67,8655832108,0,72.4,9940,0,16.18,45.84,2
1158,85136,3,161,3/25/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Sporty,51.5,51.5,0.24,54.71,778,1.44,48.1,83.33,,1398,1.53,7.91,7.21,69.66,889048896,59999985,56.3,929,0,69.74,137.93,9
1159,85139,5,316,3/25/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Sporty,48.99,48.99,0.46,48.21,1019,3.23,30.3,15.75,,17839,0.97,25.91,4.71,77.6,9669603328,35973333,100,13428,37.87,98.83,85.48,0
1160,85162,3,140,3/25/2018,Converse Custom Chuck Taylor All Star High Top,Sporty,52.42,52.42,1.19,52.15,1120,2.7,27.5,18.52,,18397,8.02,13.43,24.24,90.11,9966493696,56282034,81.4,13338,0,19.97,26.68,0
1161,85225,3,362,3/25/2018,Nike Air Max 95 Unlocked By You,Sporty,46.93,46.93,3.1,46.54,619,3.09,56.4,25.42,95.88,8900,0.53,3.93,8.08,77.88,6665796318,42881083,82.2,7136,0,56.39,44.1,0
1162,85230,2,328,3/25/2018,Nike Air Huarache By You Valentine's Day,Sporty,46.98,46.98,20.39,47.53,1075,3.36,45.8,13.25,96.81,12924,0.16,16.21,2.7,75.13,8153197568,28479272,88.9,9437,0,60.18,23.18,0
1163,85250,6,350,3/25/2018,Nike Air Huarache By You,Sporty,50.95,50.95,5.8,51.16,1131,3.85,37.8,14.16,35.51,38151,4.4,9.5,3.15,63.5,28969915923,105184862,90.2,34521,15.19,207.28,44.89,3
1164,85263,3,376,11/23/2018,Nike Air Force 1 High Unlocked By You,Sporty,48.4,48.4,2.78,48.54,753,2.83,45.2,10.99,111.36,12318,0.96,7.6,15.67,87.26,8176737378,38870000,100,9900,26.19,88.44,73.12,0
1165,85279,5,317,11/23/2018,Nike Air Max 90 By You,Sporty,54.25,54.25,0.58,53.5,679,5.82,39.3,83.33,,1835,0.67,2.57,10.25,75.69,1206037120,29589505,100,1090,0,24.57,46.62,0
1166,85300,1,365,3/24/2018,Nike Air Max 90 Unlocked By You,Sporty,48.18,48.18,0.8,48.53,727,3.35,34.2,31.25,,3646,0.81,9.58,8.94,74.32,2326500352,463198680,86.8,2527,,100.44,,0
1167,85315,1,173,3/25/2018,Nike Air Force 1 High By You,Sporty,53.78,53.78,12.58,58.28,574,2.89,32.5,95.24,469.48,2103,5.29,7.46,7.23,63.9,1251042944,201573496,100,1390,0,,98.81,29
1168,85325,1,341,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day,Sporty,52.58,52.58,0.85,52.44,897,3.22,37,19.61,122.4,8526,0.48,5.66,2.79,78.85,6428335616,0,83.9,7174,0,25.75,91.64,0
1169,85400,6,184,3/25/2018,Nike Pegasus 39 By You,Sporty,49.88,49.88,1.64,49.64,720,3.6,55,26.32,109.65,6708,0.37,4.48,5.9,44.67,5461362688,0,68.8,5730,0,42.59,27.24,4
1170,85410,1,151,3/25/2018,Nike Air Force 1 Low Unlocked By You,Sporty,52.16,52.16,2.15,51.27,171,2.95,27.2,3.13,54.29,25720,5.98,12.94,10.76,88.47,13985201152,8905524,89.1,20360,9.6,96.81,40.6,15
1171,85430,5,139,3/25/2018,Nike Air Force 1 Low By You,Sporty,49.97,49.97,0.23,50.22,468,2.7,38.7,13.76,67.2,13738,3.77,6.11,4.59,69.96,9813731328,4766666,89.6,11363,0,26.48,79.07,0
1172,85440,2,349,3/25/2018,Nike Air Force 1 Low By Bishop Gorman,Sporty,52.08,52.08,3.23,51.81,638,3.44,24.6,2.05,,36963,8.49,24.23,46.03,100,16014841856,60117350,91.3,32024,8.32,12.46,41.44,0
1173,86001,4,351,3/25/2018,Nike Gripknit Phantom GX Elite FG By You,Sporty,52.98,52.98,24.32,52.39,231,3.29,24.8,18.04,23.19,61391,5.75,31.89,59.6,99.56,38207098657,0,95.7,53966,4.57,81.62,33.3,6
1174,86219,1,230,13/11/2017,Nike Air Force 1 Low By You,Sporty,53.48,53.48,32.54,52.33,227,5.67,22.6,40.54,,5759,2.15,10.52,74.79,98.9,4559922176,0,83.3,4944,34.98,36.24,37.59,0
1175,86320,1,126,13/11/2017,Nike Zoom Mercurial Superfly 9 Elite FG By You,Sporty,48.34,48.34,38.76,47.88,1005,3.24,39.8,20.12,13.61,40347,2.9,7.12,19.91,17.58,30976444416,15968560,92.2,38061,7.66,27.9,36.15,64
1176,86568,4,277,13/11/2017,Nike Blazer Low '77 By You,Sporty,49.95,49.95,19.11,50.06,716,3.81,44.1,16.95,28.96,70006,22.02,12.54,26.82,28.29,51306467328,13000000,93.9,64261,6.64,75.67,78.2,161
1177,86569,3,246,13/11/2017,Nike Air Force 1 Mid By You Valentine's Day ,Sporty,47.39,47.39,24.54,48.06,1039,3.74,38.9,5.75,61.92,16669,4.76,3.49,19.7,69.67,11417827584,0,95,11530,0,20.51,68.66,37
1178,86571,5,369,13/11/2017,Nike Blazer Mid '77 By Ameena,Sporty,45.12,45.12,20.71,45.01,949,1.61,62.2,15.69,32.38,38190,0.22,2.17,8.8,67.52,13600738304,0,62.7,15724,0,20.98,32.46,37
1179,86573,4,308,13/11/2017,Nike Air Force 1 Low By Duncanville,Sporty,45.9,45.9,22.54,43.74,1008,2.38,53.6,3.92,351.91,30721,0.59,4.5,2.93,44.62,16612429049,28546561,79.4,20508,13.34,207.56,50.49,25
1180,86749,1,332,13/11/2017,Nike Phantom GX Academy Dynamic Fit MG By You,Sporty,52.8,52.8,31.05,53.27,391,4.93,23,37.27,78.8,16116,19.3,14.08,251.81,99.71,11930356527,0,109.3,14305,0,21.22,28.67,0
1181,86755,1,339,13/11/2017,Nike Air Force 1 Low By Sierra Canyon,Sporty,51.67,51.67,20.83,51.87,443,2.51,23.5,16.95,,5797,2.44,3.7,12.08,94.34,5171062951,0,72.4,5157,0,,28.03,0
1182,86757,5,285,13/11/2017,Nike Air Force 1 High Unlocked By Chloe Kim ,Sporty,46.83,46.83,12.78,45.29,389,2.82,48.5,14.08,28.55,20242,0.76,1.72,56.07,49.06,14619595776,25476000,59.7,16793,7.57,55.32,35.95,36
1183,86760,5,204,13/11/2017,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Sporty,47.31,47.31,52.68,46.37,290,4.94,37.2,8,96.71,7610,1.6,1.59,17.1,99.35,8232840609,0,71.3,7217,0,28.77,19.18,1
1184,86865,1,192,13/11/2017,Converse Custom Chuck Taylor All Star High Top,Sporty,49.37,49.37,10.84,48.35,1117,3.46,41,12.63,17.39,36101,2.72,3.4,41.35,66.64,29081872384,0,118.2,33320,23.45,45.75,85.59,58
1185,86885,2,297,13/11/2017,Nike Air Max 95 Unlocked By You,Sporty,51.19,51.19,18.26,51,628,3.98,37.1,21.51,85.03,25093,1.25,10.06,20.07,72.21,19419432960,8840000,82.9,22946,0,136.7,85.18,10
1186,88564,6,283,13/11/2017,Nike Air Huarache By You Valentine's Day,Sporty,47.03,47.03,90.69,43.25,500,5.55,13.7,19.23,,6454,0.21,45.65,322.7,0,2664189274,187925425,96.7,3464,,,,0
1187,91001,4,130,13/11/2017,Nike Air Huarache By You,Sporty,48.43,48.43,27.34,46.15,286,3.82,48.4,27.05,20.93,53293,2.58,26.56,9.14,83.89,27499896832,158184123,87.1,51633,0,141.69,48.34,0
1188,91540,3,176,13/11/2017,Nike Air Force 1 High Unlocked By You,Sporty,41.07,41.07,73.09,37.36,874,1.7,70.4,31.45,71.02,10971,0.28,2.84,7.44,79.98,273013370,0,72.8,6582,0,12.08,23.59,0
1189,94001,4,197,13/11/2017,Nike Air Max 90 By You,Sporty,50.17,50.17,59.7,50.93,1179,3.18,67.2,20.53,127.33,35499,4.2,29.03,2.2,61.32,22974428418,225882578,100.6,30465,0,170.14,19.49,2
1190,95001,5,353,13/11/2017,Nike Air Max 90 Unlocked By You,Sporty,49.12,49.12,6.73,48.23,1013,4.49,42.1,21.44,11.38,59446,3.95,14.9,4.27,58.7,39964176384,0,87.2,55877,3.11,74.68,26.92,133
1191,95015,6,251,13/11/2017,Nike Air Force 1 High By You,Sporty,47.49,47.49,6.58,50.19,303,2.24,58,22.73,65.1,10723,2.93,6.05,0.66,23.48,6670269952,0,78.4,6636,0,33.8,38.98,26
1192,95025,2,342,13/11/2017,Nike Air Force 1 Mid By You Valentine's Day,Healthy & Active,46.87,46.87,4.61,48.41,1025,3.07,51.5,7.75,,14610,0.19,3.14,1.4,45.15,11398710272,0,88.4,11294,8.62,17.12,34.02,26
1193,95200,3,228,13/11/2017,Nike Pegasus 39 By You,Healthy & Active,48.26,48.26,25.74,46.04,1116,4.78,66.7,16.67,64.43,7502,0.11,1.52,0.58,32,5605936640,31042260,92.9,4299,0,6.77,11.54,46
1194,97001,5,297,3/25/2018,Nike Air Force 1 Low Unlocked By You,Healthy & Active,44.4,44.4,56.41,42.63,901,2.65,74.8,28.96,23.49,37424,0.16,11.34,2.27,31.74,19820448209,169192820,74.2,23103,,3.17,,30
1195,97161,2,329,3/25/2018,Nike Air Force 1 Low By You,Healthy & Active,42.49,42.49,59.13,42.46,1050,4.58,81.1,21.74,236.97,3653,0.19,3.9,0.52,45.38,2358401068,74413766,57.1,2392,,,,14
1196,97666,6,344,3/25/2018,Nike Air Force 1 Low By Bishop Gorman,Healthy & Active,46.47,46.47,71.63,44.53,230,2.16,85.6,80,526.32,2765,0.12,13.69,0.42,16.96,1144780310,0,84.4,1302,,,,0
1197,99001,6,120,3/25/2018,Nike Gripknit Phantom GX Elite FG By You,Healthy & Active,49.15,49.15,26.5,48.83,1100,4.44,55.7,36.72,247.77,21007,6.57,25.54,1.69,31.08,15910744064,109934944,85.3,20935,0,68.75,106.89,2
1198,99524,2,135,3/25/2018,Nike Air Force 1 Low By You,Healthy & Active,50.5,50.5,19.39,48.98,261,2.86,63.2,21.58,46.69,9946,0.19,4.85,0.49,37.84,8186663424,14741500,88.8,8999,0,6.52,38.83,0
1199,99624,1,312,3/25/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Healthy & Active,46.29,46.29,20.58,47.29,337,3.87,56.8,14.93,164.2,4340,0.21,11.07,2.15,13.93,2771690496,0,74.7,3380,,,,0
1200,99773,2,133,3/25/2018,Nike Blazer Low '77 By You,Healthy & Active,42.26,42.26,57.69,42.65,553,1.15,91.4,35.77,171.29,81651,0.03,488.99,1.24,7.18,36167802880,0,49.5,41041,0,2.65,10.6,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
